时间,类型,舰种,船只
2016/10/17 17:09:13,改修,軽空母,隼鷹(Lv.1)
2016/10/17 17:09:13,改修,軽空母,祥鳳(Lv.1)
2016/10/17 17:08:23,改修,軽空母,隼鷹(Lv.1)
2016/10/17 17:08:12,改修,重巡洋艦,筑摩(Lv.1)
2016/10/14 22:38:41,解体,駆逐艦,潮(Lv.1)
2016/10/14 22:38:37,解体,駆逐艦,暁(Lv.1)
2016/10/14 22:38:33,解体,駆逐艦,五月雨(Lv.1)
2016/10/14 22:38:28,解体,駆逐艦,望月(Lv.1)
2016/10/14 22:38:15,解体,駆逐艦,子日(Lv.1)
2016/10/14 22:34:02,解体,駆逐艦,三日月(Lv.1)
2016/10/14 22:29:45,解体,駆逐艦,初雪(Lv.1)
2016/10/14 22:24:09,解体,駆逐艦,電(Lv.1)
2016/10/14 22:19:23,解体,駆逐艦,子日(Lv.1)
2016/10/14 22:14:24,解体,軽巡洋艦,多摩(Lv.1)
2016/10/14 22:14:19,解体,駆逐艦,漣(Lv.1)
2016/10/14 22:13:02,解体,駆逐艦,村雨(Lv.1)
2016/10/14 22:12:58,解体,駆逐艦,綾波(Lv.1)
2016/10/14 22:12:54,解体,駆逐艦,如月(Lv.1)
2016/10/14 22:12:50,解体,駆逐艦,満潮(Lv.1)
2016/10/14 22:10:04,解体,駆逐艦,望月(Lv.1)
2016/10/14 22:07:16,解体,駆逐艦,白雪(Lv.1)
2016/10/14 22:04:42,解体,駆逐艦,長月(Lv.1)
2016/10/14 22:02:03,解体,駆逐艦,霞(Lv.1)
2016/10/14 22:01:50,解体,駆逐艦,霞(Lv.1)
2016/10/14 22:01:41,解体,駆逐艦,敷波(Lv.1)
2016/10/14 22:01:37,解体,駆逐艦,長月(Lv.1)
2016/10/14 22:01:22,解体,駆逐艦,深雪(Lv.1)
2016/10/14 22:01:18,解体,軽巡洋艦,長良(Lv.1)
2016/10/14 22:01:14,解体,駆逐艦,文月(Lv.1)
2016/10/14 22:01:10,解体,駆逐艦,如月(Lv.1)
2016/10/14 21:58:31,改修,駆逐艦,菊月(Lv.1)
2016/10/14 21:58:31,改修,駆逐艦,若葉(Lv.1)
2016/10/14 21:58:31,改修,駆逐艦,菊月(Lv.1)
2016/10/14 21:58:31,改修,駆逐艦,若葉(Lv.1)
2016/10/14 01:02:12,解体,駆逐艦,睦月(Lv.2)
2016/10/13 22:19:46,解体,駆逐艦,白雪(Lv.1)
2016/10/13 21:34:51,解体,駆逐艦,白雪(Lv.1)
2016/10/13 20:42:12,解体,駆逐艦,荒潮(Lv.1)
2016/10/13 20:38:33,解体,駆逐艦,初雪(Lv.1)
2016/10/13 20:38:29,解体,駆逐艦,初雪(Lv.1)
2016/10/13 18:29:52,解体,駆逐艦,白雪(Lv.2)
2016/10/13 18:24:25,解体,駆逐艦,磯波(Lv.2)
2016/10/13 18:14:20,解体,駆逐艦,霞(Lv.2)
2016/10/13 17:31:36,解体,駆逐艦,吹雪(Lv.2)
2016/10/13 17:25:48,解体,駆逐艦,村雨(Lv.1)
2016/10/13 17:25:15,解体,駆逐艦,電(Lv.1)
2016/10/13 17:08:49,解体,駆逐艦,村雨(Lv.1)
2016/10/13 17:08:21,解体,駆逐艦,霞(Lv.1)
2016/10/13 17:08:13,解体,駆逐艦,長月(Lv.1)
2016/10/13 17:07:53,解体,駆逐艦,白雪(Lv.2)
2016/10/13 16:10:24,解体,駆逐艦,初春(Lv.1)
2016/10/13 15:59:51,解体,重巡洋艦,那智(Lv.1)
2016/10/13 15:59:46,解体,戦艦,山城(Lv.1)
2016/10/13 15:59:42,解体,駆逐艦,涼風(Lv.1)
2016/10/13 15:58:13,解体,駆逐艦,陽炎(Lv.1)
2016/10/13 15:56:58,解体,駆逐艦,霞(Lv.1)
2016/10/13 15:55:37,解体,駆逐艦,初雪(Lv.1)
2016/10/13 15:54:37,解体,駆逐艦,如月(Lv.1)
2016/10/13 15:12:18,解体,駆逐艦,不知火(Lv.1)
2016/10/13 15:12:14,解体,駆逐艦,電(Lv.1)
2016/10/13 15:12:08,解体,駆逐艦,綾波(Lv.1)
2016/10/13 15:10:37,解体,重巡洋艦,高雄(Lv.1)
2016/10/13 15:10:18,改修,重巡洋艦,摩耶(Lv.1)
2016/10/13 15:09:59,改修,重巡洋艦,摩耶(Lv.1)
2016/10/12 19:40:28,解体,駆逐艦,霰(Lv.1)
2016/10/12 19:40:23,解体,駆逐艦,初雪(Lv.1)
2016/10/12 19:40:19,解体,駆逐艦,村雨(Lv.1)
2016/10/12 19:40:15,解体,重巡洋艦,摩耶(Lv.1)
2016/10/12 19:26:45,解体,駆逐艦,長月(Lv.1)
2016/10/12 19:26:40,解体,駆逐艦,荒潮(Lv.1)
2016/10/12 19:26:35,解体,駆逐艦,大潮(Lv.1)
2016/10/12 19:26:31,解体,駆逐艦,雷(Lv.1)
2016/10/12 19:26:26,解体,駆逐艦,村雨(Lv.1)
2016/10/12 19:26:22,解体,駆逐艦,三日月(Lv.1)
2016/10/12 19:26:18,解体,駆逐艦,響(Lv.1)
2016/10/12 19:26:13,解体,駆逐艦,深雪(Lv.1)
2016/10/12 19:26:06,解体,駆逐艦,満潮(Lv.1)
2016/10/12 19:26:02,解体,重巡洋艦,鳥海(Lv.1)
2016/10/12 19:25:58,解体,駆逐艦,文月(Lv.1)
2016/10/12 19:25:54,解体,駆逐艦,深雪(Lv.1)
2016/10/12 19:25:50,解体,駆逐艦,不知火(Lv.1)
2016/10/12 19:11:05,解体,駆逐艦,綾波(Lv.1)
2016/10/12 19:08:30,解体,駆逐艦,初霜(Lv.2)
2016/10/12 19:03:38,解体,駆逐艦,曙(Lv.1)
2016/10/12 19:01:30,解体,駆逐艦,皐月(Lv.1)
2016/10/12 18:58:24,解体,駆逐艦,夕立(Lv.1)
2016/10/12 18:56:17,解体,駆逐艦,菊月(Lv.1)
2016/10/12 18:54:51,解体,駆逐艦,電(Lv.1)
2016/10/12 18:52:36,解体,駆逐艦,涼風(Lv.2)
2016/10/12 18:50:46,解体,駆逐艦,綾波(Lv.1)
2016/10/12 18:50:42,解体,駆逐艦,霞(Lv.1)
2016/10/12 18:50:32,解体,駆逐艦,満潮(Lv.1)
2016/10/12 18:50:28,解体,駆逐艦,夕立(Lv.1)
2016/10/12 18:50:24,解体,駆逐艦,若葉(Lv.1)
2016/10/12 18:50:20,解体,駆逐艦,文月(Lv.1)
2016/10/12 18:50:16,解体,駆逐艦,綾波(Lv.1)
2016/10/12 18:50:12,解体,駆逐艦,曙(Lv.1)
2016/10/12 18:50:07,解体,駆逐艦,電(Lv.1)
2016/10/12 18:50:03,解体,駆逐艦,五月雨(Lv.1)
2016/10/12 18:49:59,解体,駆逐艦,白雪(Lv.1)
2016/10/12 18:49:55,解体,軽巡洋艦,天龍(Lv.1)
2016/10/12 18:49:49,解体,駆逐艦,子日(Lv.1)
2016/10/12 18:49:45,解体,駆逐艦,電(Lv.1)
2016/10/12 18:46:59,解体,駆逐艦,潮(Lv.1)
2016/10/12 18:44:32,解体,駆逐艦,皐月(Lv.1)
2016/10/12 18:42:18,解体,駆逐艦,時雨(Lv.1)
2016/10/12 18:39:23,解体,駆逐艦,荒潮(Lv.1)
2016/10/12 18:33:55,解体,駆逐艦,曙(Lv.2)
2016/10/12 18:23:31,解体,駆逐艦,初春(Lv.2)
2016/10/12 18:16:55,解体,駆逐艦,如月(Lv.1)
2016/10/12 18:13:39,解体,駆逐艦,潮(Lv.2)
2016/10/12 18:09:33,解体,駆逐艦,子日(Lv.1)
2016/10/12 18:07:09,解体,駆逐艦,夕立(Lv.1)
2016/10/12 18:04:60,解体,駆逐艦,綾波(Lv.2)
2016/10/12 17:60:14,解体,駆逐艦,磯波(Lv.2)
2016/10/12 17:52:18,解体,駆逐艦,雷(Lv.1)
2016/10/12 17:49:52,解体,駆逐艦,敷波(Lv.1)
2016/10/12 16:22:42,解体,駆逐艦,五月雨(Lv.1)
2016/10/12 16:22:11,改修,駆逐艦,如月(Lv.1)
2016/10/12 16:22:11,改修,駆逐艦,文月(Lv.1)
2016/10/12 16:21:59,改修,駆逐艦,長月(Lv.1)
2016/10/12 16:21:59,改修,駆逐艦,時雨(Lv.1)
2016/10/12 16:21:32,改修,軽巡洋艦,天龍(Lv.1)
2016/10/12 16:21:32,改修,駆逐艦,荒潮(Lv.1)
2016/10/12 16:21:19,改修,駆逐艦,吹雪(Lv.1)
2016/10/12 16:21:10,改修,駆逐艦,綾波(Lv.1)
2016/10/12 16:21:10,改修,駆逐艦,初春(Lv.1)
2016/10/12 16:20:58,改修,駆逐艦,初春(Lv.1)
2016/10/12 16:20:58,改修,駆逐艦,初春(Lv.1)
2016/10/12 16:10:41,解体,駆逐艦,大潮(Lv.1)
2016/10/12 16:06:05,解体,駆逐艦,時雨(Lv.1)
2016/10/12 16:03:05,解体,駆逐艦,五月雨(Lv.2)
2016/10/12 15:32:11,解体,駆逐艦,綾波(Lv.1)
2016/10/12 15:28:26,解体,駆逐艦,曙(Lv.2)
2016/10/12 15:10:27,解体,駆逐艦,雷(Lv.1)
2016/10/12 15:10:20,解体,駆逐艦,初雪(Lv.1)
2016/10/12 15:08:08,解体,駆逐艦,時雨(Lv.2)
2016/10/12 14:54:20,解体,駆逐艦,五月雨(Lv.1)
2016/10/12 14:41:11,解体,駆逐艦,敷波(Lv.1)
2016/10/12 14:41:06,解体,駆逐艦,雷(Lv.1)
2016/10/11 24:24:10,改修,駆逐艦,綾波(Lv.1)
2016/10/11 24:24:10,改修,駆逐艦,霞(Lv.1)
2016/10/11 24:23:49,改修,軽空母,龍驤(Lv.1)
2016/10/11 24:23:40,改修,駆逐艦,満潮(Lv.1)
2016/10/11 24:23:40,改修,駆逐艦,満潮(Lv.1)
2016/10/11 24:23:23,改修,重巡洋艦,鳥海(Lv.1)
2016/10/11 24:22:52,改修,駆逐艦,潮(Lv.1)
2016/10/11 24:22:52,改修,駆逐艦,村雨(Lv.1)
2016/10/11 21:24:46,改修,駆逐艦,白雪(Lv.1)
2016/10/11 21:24:46,改修,駆逐艦,初春(Lv.1)
2016/10/11 21:24:37,改修,軽巡洋艦,天龍(Lv.1)
2016/10/11 21:24:37,改修,軽巡洋艦,多摩(Lv.1)
2016/10/11 21:23:55,解体,軽空母,飛鷹(Lv.1)
2016/10/11 21:23:49,解体,駆逐艦,如月(Lv.1)
2016/10/11 21:23:43,解体,駆逐艦,如月(Lv.1)
2016/10/11 16:24:35,改修,駆逐艦,白雪(Lv.1)
2016/10/11 16:24:35,改修,駆逐艦,巻雲(Lv.1)
2016/10/11 16:24:24,改修,駆逐艦,磯波(Lv.1)
2016/10/11 16:24:24,改修,駆逐艦,綾波(Lv.1)
2016/10/11 16:24:14,改修,戦艦,山城(Lv.1)
2016/10/11 16:24:04,改修,駆逐艦,叢雲(Lv.1)
2016/10/11 16:24:04,改修,駆逐艦,若葉(Lv.1)
2016/10/11 16:24:04,改修,駆逐艦,皐月(Lv.1)
2016/10/11 16:24:04,改修,駆逐艦,不知火(Lv.1)
2016/10/11 16:24:04,改修,駆逐艦,涼風(Lv.1)
2016/10/11 15:49:41,解体,駆逐艦,夕立(Lv.1)
2016/10/11 15:42:50,解体,駆逐艦,満潮(Lv.1)
2016/10/11 15:42:26,解体,駆逐艦,響(Lv.1)
2016/10/11 15:38:52,解体,駆逐艦,長月(Lv.1)
2016/10/11 15:29:43,解体,駆逐艦,敷波(Lv.2)
2016/10/11 15:26:25,改修,駆逐艦,磯波(Lv.1)
2016/10/11 15:26:25,改修,駆逐艦,霞(Lv.1)
2016/10/11 15:26:25,改修,駆逐艦,霰(Lv.1)
2016/10/11 15:25:52,改修,軽巡洋艦,川内(Lv.1)
2016/10/11 15:25:52,改修,駆逐艦,潮(Lv.1)
2016/10/11 15:25:52,改修,駆逐艦,朧(Lv.1)
2016/10/11 15:25:52,改修,駆逐艦,雷(Lv.1)
2016/10/11 15:25:52,改修,駆逐艦,電(Lv.1)
2016/10/10 20:54:59,解体,駆逐艦,如月(Lv.1)
2016/10/10 20:54:54,解体,駆逐艦,皐月(Lv.1)
2016/10/10 20:54:50,解体,駆逐艦,三日月(Lv.1)
2016/10/10 20:54:36,解体,駆逐艦,初霜(Lv.1)
2016/10/10 20:54:32,解体,駆逐艦,時雨(Lv.1)
2016/10/10 20:53:59,解体,駆逐艦,時雨(Lv.2)
2016/10/10 20:10:24,解体,駆逐艦,文月(Lv.1)
2016/10/10 20:07:32,解体,駆逐艦,綾波(Lv.1)
2016/10/10 19:59:03,解体,駆逐艦,子日(Lv.1)
2016/10/10 19:53:16,解体,駆逐艦,朧(Lv.2)
2016/10/10 18:44:31,解体,駆逐艦,荒潮(Lv.1)
2016/10/10 18:04:30,解体,駆逐艦,響(Lv.2)
2016/10/10 17:23:36,解体,駆逐艦,大潮(Lv.2)
2016/10/10 11:46:22,改修,戦艦,陸奥(Lv.1)
2016/10/10 11:45:30,改修,駆逐艦,満潮(Lv.1)
2016/10/10 11:45:30,改修,駆逐艦,如月(Lv.1)
2016/10/10 11:45:30,改修,重巡洋艦,鳥海(Lv.1)
2016/10/10 11:45:16,改修,戦艦,扶桑(Lv.1)
2016/10/10 11:44:33,改修,戦艦,扶桑(Lv.1)
2016/10/10 11:44:33,改修,戦艦,扶桑(Lv.1)
2016/10/10 01:28:04,解体,駆逐艦,涼風(Lv.1)
2016/10/09 23:19:40,改修,軽空母,隼鷹(Lv.1)
2016/10/09 23:19:40,改修,重雷装巡洋艦,大井改二(Lv.50)
2016/10/09 23:18:54,改修,駆逐艦,白雪(Lv.1)
2016/10/09 23:18:54,改修,駆逐艦,初雪(Lv.1)
2016/10/09 23:18:54,改修,軽巡洋艦,龍田(Lv.1)
2016/10/09 23:18:54,改修,重巡洋艦,加古(Lv.1)
2016/10/09 23:18:41,改修,駆逐艦,磯波(Lv.1)
2016/10/09 23:18:41,改修,駆逐艦,長月(Lv.1)
2016/10/09 23:18:41,改修,駆逐艦,朧(Lv.1)
2016/10/09 23:18:41,改修,駆逐艦,霰(Lv.1)
2016/10/09 23:18:41,改修,駆逐艦,曙(Lv.1)
2016/10/09 23:18:19,改修,駆逐艦,響(Lv.1)
2016/10/09 23:18:19,改修,駆逐艦,曙(Lv.1)
2016/10/09 23:18:19,改修,駆逐艦,夕立(Lv.1)
2016/10/09 23:18:19,改修,駆逐艦,若葉(Lv.1)
2016/10/09 23:18:19,改修,駆逐艦,電(Lv.1)
2016/10/09 22:47:60,解体,駆逐艦,霞(Lv.2)
2016/10/09 22:40:33,解体,駆逐艦,初霜(Lv.2)
2016/10/09 21:46:37,解体,駆逐艦,電(Lv.1)
2016/10/09 21:46:33,解体,駆逐艦,朧(Lv.1)
2016/10/09 21:46:28,解体,駆逐艦,深雪(Lv.1)
2016/10/09 21:18:24,解体,駆逐艦,満潮(Lv.1)
2016/10/09 21:10:57,解体,駆逐艦,如月(Lv.1)
2016/10/09 21:05:05,解体,駆逐艦,綾波(Lv.1)
2016/10/09 20:60:17,解体,駆逐艦,雷(Lv.2)
2016/10/09 20:52:10,解体,駆逐艦,皐月(Lv.1)
2016/10/09 20:36:27,解体,駆逐艦,若葉(Lv.2)
2016/10/09 20:30:21,解体,駆逐艦,望月(Lv.2)
2016/10/09 20:23:54,解体,駆逐艦,響(Lv.1)
2016/10/09 20:13:34,解体,駆逐艦,響(Lv.2)
2016/10/09 19:60:55,解体,駆逐艦,夕立(Lv.1)
2016/10/09 19:60:28,解体,軽巡洋艦,天龍(Lv.1)
2016/10/09 19:60:23,解体,駆逐艦,初雪(Lv.1)
2016/10/09 19:60:17,解体,駆逐艦,時雨(Lv.1)
2016/10/09 19:60:01,解体,駆逐艦,初春(Lv.1)
2016/10/09 19:58:34,解体,駆逐艦,白雪(Lv.1)
2016/10/09 19:58:17,解体,駆逐艦,暁(Lv.2)
2016/10/09 19:49:05,解体,駆逐艦,村雨(Lv.2)
2016/10/09 19:43:39,解体,駆逐艦,三日月(Lv.1)
2016/10/09 19:37:03,改修,駆逐艦,初霜(Lv.1)
2016/10/09 19:37:03,改修,駆逐艦,時雨(Lv.1)
2016/10/09 19:36:48,改修,駆逐艦,敷波(Lv.1)
2016/10/09 19:36:48,改修,駆逐艦,文月(Lv.1)
2016/10/09 19:31:18,改修,軽巡洋艦,天龍(Lv.1)
2016/10/09 19:31:18,改修,駆逐艦,白雪(Lv.1)
2016/10/09 19:29:20,解体,駆逐艦,叢雲(Lv.1)
2016/10/09 19:29:15,解体,軽巡洋艦,球磨(Lv.1)
2016/10/08 22:07:30,解体,軽巡洋艦,長良(Lv.1)
2016/10/08 22:07:20,解体,軽巡洋艦,夕張(Lv.1)
2016/10/08 22:07:16,解体,重巡洋艦,青葉(Lv.1)
2016/10/08 22:07:08,解体,駆逐艦,電(Lv.1)
2016/10/08 22:07:04,解体,軽巡洋艦,神通(Lv.1)
2016/10/08 22:06:60,解体,駆逐艦,文月(Lv.1)
2016/10/08 22:06:56,解体,駆逐艦,時雨(Lv.1)
2016/10/08 22:06:52,解体,駆逐艦,満潮(Lv.1)
2016/10/08 22:06:48,解体,駆逐艦,初霜(Lv.1)
2016/10/08 22:06:44,解体,駆逐艦,朧(Lv.1)
2016/10/08 22:06:40,解体,駆逐艦,三日月(Lv.1)
2016/10/08 22:06:29,解体,駆逐艦,夕立(Lv.1)
2016/10/08 22:06:25,解体,駆逐艦,暁(Lv.1)
2016/10/08 22:06:15,解体,軽巡洋艦,名取(Lv.1)
2016/10/08 22:05:56,解体,戦艦,日向(Lv.1)
2016/10/08 19:09:53,解体,駆逐艦,浦風(Lv.1)
2016/10/08 16:34:28,解体,駆逐艦,敷波(Lv.2)
2016/10/08 16:27:33,解体,駆逐艦,満潮(Lv.2)
2016/10/08 16:23:39,解体,駆逐艦,深雪(Lv.1)
2016/10/08 16:06:21,解体,駆逐艦,電(Lv.1)
2016/10/08 15:44:15,改修,駆逐艦,村雨(Lv.1)
2016/10/08 15:44:15,改修,駆逐艦,皐月(Lv.1)
2016/10/08 15:43:31,改修,駆逐艦,電(Lv.1)
2016/10/08 15:43:31,改修,駆逐艦,文月(Lv.1)
2016/10/08 02:45:01,解体,駆逐艦,初霜(Lv.1)
2016/10/08 02:44:54,解体,駆逐艦,五月雨(Lv.1)
2016/10/08 02:44:46,解体,駆逐艦,夕立(Lv.1)
2016/10/08 02:44:41,解体,駆逐艦,黒潮(Lv.1)
2016/10/08 02:44:36,解体,軽巡洋艦,神通(Lv.1)
2016/10/08 02:44:30,解体,駆逐艦,文月(Lv.1)
2016/10/08 02:44:25,解体,駆逐艦,電(Lv.1)
2016/10/08 02:44:20,解体,駆逐艦,大潮(Lv.1)
2016/10/08 02:44:14,解体,駆逐艦,長月(Lv.1)
2016/10/08 02:44:09,解体,駆逐艦,三日月(Lv.1)
2016/10/08 02:44:05,解体,駆逐艦,初春(Lv.1)
2016/10/08 02:44:01,解体,駆逐艦,初雪(Lv.1)
2016/10/08 02:43:56,解体,重巡洋艦,利根(Lv.1)
2016/10/08 01:40:60,解体,駆逐艦,若葉(Lv.1)
2016/10/08 01:38:25,解体,駆逐艦,沖波(Lv.2)
2016/10/08 01:26:45,解体,駆逐艦,夕立(Lv.2)
2016/10/07 24:58:35,解体,駆逐艦,睦月(Lv.1)
2016/10/07 24:58:31,解体,駆逐艦,菊月(Lv.1)
2016/10/07 24:58:27,解体,重巡洋艦,熊野(Lv.1)
2016/10/07 24:58:23,解体,軽巡洋艦,由良(Lv.1)
2016/10/07 24:58:19,解体,駆逐艦,初霜(Lv.1)
2016/10/07 24:58:14,解体,駆逐艦,初雪(Lv.1)
2016/10/07 24:58:10,解体,駆逐艦,朧(Lv.1)
2016/10/07 24:58:05,解体,駆逐艦,若葉(Lv.1)
2016/10/07 24:57:58,解体,駆逐艦,文月(Lv.1)
2016/10/07 24:57:54,解体,駆逐艦,初雪(Lv.1)
2016/10/07 24:57:49,解体,駆逐艦,霰(Lv.1)
2016/10/07 24:57:46,解体,駆逐艦,霰(Lv.1)
2016/10/07 24:57:42,解体,駆逐艦,敷波(Lv.1)
2016/10/07 24:29:31,解体,駆逐艦,子日(Lv.1)
2016/10/07 24:25:23,解体,駆逐艦,皐月(Lv.1)
2016/10/07 24:22:10,解体,駆逐艦,文月(Lv.2)
2016/10/07 24:16:38,解体,駆逐艦,文月(Lv.2)
2016/10/07 23:54:48,解体,駆逐艦,涼風(Lv.1)
2016/10/07 23:54:42,解体,駆逐艦,磯波(Lv.1)
2016/10/07 23:54:37,解体,駆逐艦,潮(Lv.1)
2016/10/07 23:54:32,解体,駆逐艦,電(Lv.1)
2016/10/07 23:54:27,解体,駆逐艦,如月(Lv.1)
2016/10/07 23:54:22,解体,駆逐艦,曙(Lv.1)
2016/10/07 23:54:16,解体,軽巡洋艦,龍田(Lv.1)
2016/10/07 23:54:12,解体,駆逐艦,村雨(Lv.1)
2016/10/07 23:54:05,解体,駆逐艦,朝霜(Lv.1)
2016/10/07 23:53:31,解体,駆逐艦,白雪(Lv.1)
2016/10/07 23:53:27,解体,駆逐艦,白露(Lv.1)
2016/10/07 23:53:23,解体,駆逐艦,霞(Lv.1)
2016/10/07 23:53:19,解体,駆逐艦,涼風(Lv.1)
2016/10/07 23:53:15,解体,駆逐艦,皐月(Lv.1)
2016/10/07 23:53:10,解体,駆逐艦,満潮(Lv.1)
2016/10/07 23:50:35,解体,駆逐艦,白雪(Lv.1)
2016/10/07 23:48:10,解体,駆逐艦,望月(Lv.2)
2016/10/07 23:43:01,解体,駆逐艦,若葉(Lv.1)
2016/10/07 23:40:11,解体,駆逐艦,白雪(Lv.1)
2016/10/07 22:45:29,解体,駆逐艦,巻雲(Lv.1)
2016/10/07 22:45:23,解体,駆逐艦,深雪(Lv.1)
2016/10/07 22:45:17,解体,駆逐艦,曙(Lv.1)
2016/10/07 22:45:13,解体,駆逐艦,皐月(Lv.1)
2016/10/07 22:45:06,解体,駆逐艦,敷波(Lv.1)
2016/10/07 22:44:58,解体,駆逐艦,三日月(Lv.1)
2016/10/07 22:44:54,解体,駆逐艦,響(Lv.1)
2016/10/07 22:44:50,解体,駆逐艦,長月(Lv.1)
2016/10/07 22:10:05,解体,駆逐艦,若葉(Lv.1)
2016/10/07 22:09:58,解体,駆逐艦,村雨(Lv.1)
2016/10/07 22:09:52,解体,軽巡洋艦,神通(Lv.1)
2016/10/07 22:09:48,解体,駆逐艦,初春(Lv.1)
2016/10/07 22:09:17,解体,駆逐艦,初雪(Lv.1)
2016/10/07 22:09:12,解体,駆逐艦,潮(Lv.1)
2016/10/07 22:09:08,解体,駆逐艦,初雪(Lv.1)
2016/10/07 22:09:01,解体,駆逐艦,白雪(Lv.1)
2016/10/07 22:08:29,解体,駆逐艦,電(Lv.1)
2016/10/07 22:08:25,解体,駆逐艦,敷波(Lv.2)
2016/10/07 22:08:20,解体,駆逐艦,磯波(Lv.1)
2016/10/07 21:21:33,解体,駆逐艦,時雨(Lv.2)
2016/10/07 20:59:30,解体,駆逐艦,深雪(Lv.2)
2016/10/07 20:35:32,解体,駆逐艦,大潮(Lv.1)
2016/10/07 20:32:25,解体,駆逐艦,子日(Lv.1)
2016/10/07 20:08:02,解体,駆逐艦,吹雪(Lv.1)
2016/10/07 20:07:58,解体,駆逐艦,電(Lv.1)
2016/10/07 20:07:47,解体,駆逐艦,秋雲(Lv.1)
2016/10/07 20:07:43,解体,駆逐艦,響(Lv.1)
2016/10/07 20:07:39,解体,駆逐艦,望月(Lv.1)
2016/10/07 20:07:35,解体,駆逐艦,叢雲(Lv.1)
2016/10/07 20:07:31,解体,軽巡洋艦,木曾(Lv.1)
2016/10/07 20:07:27,解体,駆逐艦,睦月(Lv.1)
2016/10/07 19:52:11,解体,駆逐艦,村雨(Lv.1)
2016/10/07 19:49:09,解体,駆逐艦,五月雨(Lv.2)
2016/10/07 17:55:44,解体,駆逐艦,敷波(Lv.1)
2016/10/07 17:33:41,解体,駆逐艦,霰(Lv.1)
2016/10/07 17:32:35,解体,軽巡洋艦,球磨(Lv.1)
2016/10/07 17:31:36,解体,駆逐艦,吹雪(Lv.1)
2016/10/07 17:31:29,解体,軽巡洋艦,夕張(Lv.1)
2016/10/07 17:31:24,解体,駆逐艦,敷波(Lv.1)
2016/10/07 17:31:19,解体,駆逐艦,時雨(Lv.1)
2016/10/07 17:31:15,解体,駆逐艦,響(Lv.1)
2016/10/07 17:31:10,解体,駆逐艦,初春(Lv.1)
2016/10/07 17:31:06,解体,駆逐艦,綾波(Lv.1)
2016/10/07 17:31:02,解体,駆逐艦,望月(Lv.1)
2016/10/07 17:30:58,解体,駆逐艦,夕立(Lv.1)
2016/10/07 17:30:54,解体,駆逐艦,子日(Lv.1)
2016/10/07 17:30:50,解体,駆逐艦,電(Lv.1)
2016/10/07 17:30:45,解体,駆逐艦,子日(Lv.1)
2016/10/07 17:11:27,解体,駆逐艦,涼風(Lv.2)
2016/10/07 17:05:02,解体,駆逐艦,皐月(Lv.1)
2016/10/07 16:59:15,解体,駆逐艦,子日(Lv.2)
2016/10/07 16:52:37,解体,駆逐艦,白雪(Lv.2)
2016/10/07 16:41:37,解体,駆逐艦,深雪(Lv.1)
2016/10/07 16:40:19,解体,駆逐艦,村雨(Lv.2)
2016/10/07 16:34:01,解体,駆逐艦,響(Lv.1)
2016/10/07 16:31:29,解体,駆逐艦,文月(Lv.2)
2016/10/07 16:16:09,解体,駆逐艦,村雨(Lv.2)
2016/10/07 15:15:49,解体,重巡洋艦,古鷹(Lv.1)
2016/10/07 15:15:44,解体,重巡洋艦,鳥海(Lv.1)
2016/10/07 15:15:05,解体,駆逐艦,文月(Lv.1)
2016/10/07 14:52:13,解体,駆逐艦,如月(Lv.1)
2016/10/07 14:52:09,解体,駆逐艦,初春(Lv.1)
2016/10/07 14:52:02,解体,駆逐艦,初雪(Lv.1)
2016/10/07 14:51:58,解体,駆逐艦,電(Lv.1)
2016/10/07 14:51:53,解体,駆逐艦,暁(Lv.1)
2016/10/07 14:51:49,解体,駆逐艦,朧(Lv.1)
2016/10/07 14:51:42,解体,軽巡洋艦,川内(Lv.1)
2016/10/07 14:51:37,解体,駆逐艦,深雪(Lv.1)
2016/10/07 14:51:32,解体,駆逐艦,初春(Lv.1)
2016/10/07 14:51:08,解体,駆逐艦,長月(Lv.1)
2016/10/07 14:44:04,解体,駆逐艦,子日(Lv.1)
2016/10/07 14:35:36,解体,駆逐艦,夕雲(Lv.1)
2016/10/07 14:25:26,改修,駆逐艦,時雨(Lv.1)
2016/10/07 14:25:26,改修,駆逐艦,夕立(Lv.1)
2016/10/07 14:24:49,解体,駆逐艦,皐月(Lv.1)
2016/10/07 14:21:17,解体,駆逐艦,夕立(Lv.2)
2016/10/07 14:14:56,解体,駆逐艦,初雪(Lv.1)
2016/10/07 14:07:03,解体,駆逐艦,長月(Lv.1)
2016/10/07 14:04:23,解体,駆逐艦,雷(Lv.2)
2016/10/07 13:58:35,解体,駆逐艦,睦月(Lv.2)
2016/10/07 13:51:56,解体,駆逐艦,敷波(Lv.1)
2016/10/07 13:48:18,解体,駆逐艦,子日(Lv.2)
2016/10/07 13:34:50,解体,駆逐艦,如月(Lv.1)
2016/10/07 13:13:25,改修,軽巡洋艦,多摩(Lv.1)
2016/10/07 13:13:25,改修,駆逐艦,睦月(Lv.1)
2016/10/07 12:59:12,解体,駆逐艦,長月(Lv.1)
2016/10/07 12:59:07,解体,駆逐艦,綾波(Lv.1)
2016/10/07 12:59:03,解体,駆逐艦,潮(Lv.1)
2016/10/07 12:58:59,解体,軽巡洋艦,大井(Lv.1)
2016/10/07 12:58:54,解体,駆逐艦,荒潮(Lv.1)
2016/10/07 12:58:41,解体,駆逐艦,子日(Lv.2)
2016/10/07 12:53:13,解体,駆逐艦,深雪(Lv.1)
