时间,类型,结果,燃,弹,钢,铝,获得物品 1,数量,获得物品 2,数量
2016/12/12 15:42:58,長距離練習航海,成功,0,100,30,0,,,,
2016/12/12 15:05:15,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/12 14:14:13,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/12 13:43:02,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/12 13:42:51,水上機基地建設,大成功,878,0,366,366,家具箱（中）,1,高速修復材,1
2016/12/12 00:20:46,長距離練習航海,成功,0,100,30,0,,,,
2016/12/11 23:50:25,海外艦との接触,成功,0,30,0,0,,,,
2016/12/11 23:50:13,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/11 23:50:03,長距離練習航海,成功,0,100,30,0,,,,
2016/12/11 22:44:35,長距離練習航海,成功,0,100,30,0,,,,
2016/12/11 22:11:40,長距離練習航海,成功,0,100,30,0,,,,
2016/12/11 22:04:01,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/11 21:35:21,長距離練習航海,成功,0,100,30,0,,,,
2016/12/11 21:19:43,潜水艦派遣作戦,成功,0,0,0,100,,,,
2016/12/11 21:04:21,長距離練習航海,成功,0,100,30,0,,,,
2016/12/11 20:32:29,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/11 20:32:15,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/11 17:39:45,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/11 17:09:49,長距離練習航海,成功,0,100,30,0,,,,
2016/12/11 16:32:29,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/11 16:32:18,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/11 12:20:28,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/11 12:19:57,長距離練習航海,成功,0,100,30,0,,,,
2016/12/11 01:20:55,長距離練習航海,成功,0,100,30,0,,,,
2016/12/11 00:48:27,長距離練習航海,成功,0,100,30,0,,,,
2016/12/11 00:14:05,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/11 00:13:55,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/10 20:21:59,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/10 20:21:38,長距離練習航海,成功,0,100,30,0,,,,
2016/12/10 19:41:26,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/10 18:45:03,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/10 18:23:06,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/10 17:45:18,長距離練習航海,成功,0,100,30,0,,,,
2016/12/10 17:12:47,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/10 17:10:43,長距離練習航海,成功,0,100,30,0,,,,
2016/12/10 15:26:09,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/10 15:24:06,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/10 11:46:06,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/10 11:45:53,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/10 10:59:28,長距離練習航海,成功,0,100,30,0,,,,
2016/12/10 10:27:49,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/10 09:56:29,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/10 09:56:20,長距離練習航海,成功,0,100,30,0,,,,
2016/12/10 01:13:29,長距離練習航海,成功,0,100,30,0,,,,
2016/12/10 00:18:14,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/10 00:17:48,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/09 23:43:22,長距離練習航海,成功,0,100,30,0,,,,
2016/12/09 23:11:11,長距離練習航海,成功,0,100,30,0,,,,
2016/12/09 22:41:34,長距離練習航海,成功,0,100,30,0,,,,
2016/12/09 22:41:04,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/09 22:09:58,長距離練習航海,成功,0,100,30,0,,,,
2016/12/09 21:37:21,長距離練習航海,成功,0,100,30,0,,,,
2016/12/09 21:19:20,潜水艦派遣演習,失敗,0,0,0,0,,,,
2016/12/09 20:57:04,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/12/09 20:56:49,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/09 20:56:08,長距離練習航海,成功,0,100,30,0,,,,
2016/12/09 00:07:57,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/09 00:07:35,長距離練習航海,成功,0,100,30,0,,,,
2016/12/08 23:21:18,長距離練習航海,成功,0,100,30,0,,,,
2016/12/08 22:47:07,長距離練習航海,成功,0,100,30,0,,,,
2016/12/08 22:15:38,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/12/08 22:15:26,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/08 22:15:15,長距離練習航海,成功,0,100,30,0,,,,
2016/12/08 19:09:56,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/12/08 18:41:27,長距離練習航海,成功,0,100,30,0,,,,
2016/12/08 17:50:30,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/08 17:44:15,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/08 17:20:12,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/08 16:36:23,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/12/08 16:35:58,長距離練習航海,成功,0,100,30,0,,,,
2016/12/08 16:13:53,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/08 15:48:40,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/08 15:15:18,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/08 14:45:00,長距離練習航海,成功,0,100,30,0,,,,
2016/12/08 14:42:01,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/08 14:14:45,長距離練習航海,成功,0,100,30,0,,,,
2016/12/08 14:02:53,北方鼠輸送作戦,成功,368,310,0,0,家具箱（小）,1,,
2016/12/08 13:44:59,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/08 13:14:16,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/08 13:10:58,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/08 12:44:49,長距離練習航海,成功,0,100,30,0,,,,
2016/12/08 12:11:56,長距離練習航海,成功,0,100,30,0,,,,
2016/12/08 11:39:34,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/12/08 11:39:24,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/08 11:39:14,長距離練習航海,成功,0,100,30,0,,,,
2016/12/08 00:11:58,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/07 23:57:53,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/07 23:33:27,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/07 22:55:53,長距離練習航海,成功,0,100,30,0,,,,
2016/12/07 22:25:28,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/12/07 22:25:15,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/07 22:24:51,長距離練習航海,成功,0,100,30,0,,,,
2016/12/07 18:00:00,長距離練習航海,成功,0,100,30,0,,,,
2016/12/07 17:17:29,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/12/07 17:17:18,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/07 17:16:14,長距離練習航海,成功,0,100,30,0,,,,
2016/12/07 14:16:42,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/07 14:12:30,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/12/07 14:10:50,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/07 13:36:21,長距離練習航海,成功,0,100,30,0,,,,
2016/12/07 12:53:39,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/07 12:40:09,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/07 12:19:41,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/07 11:39:42,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/07 11:07:20,東京急行(弐),大成功,724,0,345,0,,,,
2016/12/07 11:06:55,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/07 11:06:42,長距離練習航海,成功,0,100,30,0,,,,
2016/12/07 00:30:40,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/07 00:12:35,東京急行,大成功,0,655,465,0,,,,
2016/12/06 23:57:06,長距離練習航海,成功,0,100,30,0,,,,
2016/12/06 22:58:25,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/06 22:56:36,長距離練習航海,成功,0,100,30,0,,,,
2016/12/06 22:23:31,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/06 21:53:24,長距離練習航海,成功,0,100,30,0,,,,
2016/12/06 21:28:55,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/06 21:17:15,東京急行,大成功,0,655,465,0,,,,
2016/12/06 21:02:42,長距離練習航海,成功,0,100,30,0,,,,
2016/12/06 20:23:16,長距離練習航海,成功,0,100,30,0,,,,
2016/12/06 19:57:10,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/06 19:49:08,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/06 19:12:40,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/06 18:36:47,長距離練習航海,成功,0,100,30,0,,,,
2016/12/06 17:53:15,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/12/06 17:50:54,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/06 17:50:44,長距離練習航海,成功,0,100,30,0,,,,
2016/12/06 16:54:52,長距離練習航海,成功,0,100,30,0,,,,
2016/12/06 16:02:50,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/06 16:02:36,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/06 15:29:59,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/12/06 15:29:43,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/06 14:19:58,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/06 14:01:27,長距離練習航海,成功,0,100,30,0,,,,
2016/12/06 13:18:29,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/06 12:48:55,東京急行,大成功,0,655,465,0,,,,
2016/12/06 12:48:45,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/06 12:48:33,長距離練習航海,成功,0,100,30,0,,,,
2016/12/06 00:19:17,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/06 00:19:07,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/05 23:07:58,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/12/05 23:07:31,長距離練習航海,成功,0,100,30,0,,,,
2016/12/05 22:34:52,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/05 22:02:21,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/05 21:59:37,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/05 21:30:32,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/05 21:00:04,長距離練習航海,成功,0,100,30,0,,,,
2016/12/05 20:28:28,東京急行,大成功,0,655,465,0,,,,
2016/12/05 20:23:19,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/05 20:23:08,長距離練習航海,成功,0,100,30,0,,,,
2016/12/05 16:03:54,長距離練習航海,成功,0,100,30,0,,,,
2016/12/05 15:33:31,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/05 15:03:29,東京急行,大成功,0,655,465,0,,,,
2016/12/05 15:03:18,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/05 15:03:06,長距離練習航海,成功,0,100,30,0,,,,
2016/12/05 11:42:31,長距離練習航海,成功,0,100,30,0,,,,
2016/12/05 11:05:32,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/12/05 11:05:22,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/05 11:05:13,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/05 00:12:30,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/12/05 00:12:19,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/04 23:20:59,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/04 23:15:53,長距離練習航海,成功,0,100,30,0,,,,
2016/12/04 22:38:37,長距離練習航海,成功,0,100,30,0,,,,
2016/12/04 22:01:35,長距離練習航海,成功,0,100,30,0,,,,
2016/12/04 21:51:02,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/04 21:31:32,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/04 21:08:35,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/12/04 20:52:17,長距離練習航海,成功,0,100,30,0,,,,
2016/12/04 20:20:33,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/04 20:16:59,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/04 19:47:09,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/04 19:05:55,長距離練習航海,成功,0,100,30,0,,,,
2016/12/04 18:16:25,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/12/04 18:16:04,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/04 13:08:18,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/04 12:37:42,長距離練習航海,成功,0,100,30,0,,,,
2016/12/04 12:07:24,長距離練習航海,成功,0,100,30,0,,,,
2016/12/04 11:37:26,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/12/04 11:37:16,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/04 11:37:06,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/04 01:27:40,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/12/04 01:16:59,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/04 00:38:03,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/04 00:22:42,長距離練習航海,成功,0,100,30,0,,,,
2016/12/03 23:36:22,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/03 23:06:04,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/12/03 23:05:54,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/03 23:04:54,長距離練習航海,成功,0,100,30,0,,,,
2016/12/03 19:03:57,長距離練習航海,成功,0,100,30,0,,,,
2016/12/03 18:12:41,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/03 17:28:40,長距離練習航海,成功,0,100,30,0,,,,
2016/12/03 16:54:15,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/03 16:20:26,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/12/03 16:20:14,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/03 16:20:00,長距離練習航海,成功,0,100,30,0,,,,
2016/12/03 14:33:13,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/03 13:58:24,長距離練習航海,成功,0,100,30,0,,,,
2016/12/03 13:27:31,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/12/03 13:27:12,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/03 13:27:02,長距離練習航海,成功,0,100,30,0,,,,
2016/12/03 01:53:37,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/12/03 01:53:26,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/03 01:53:17,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/02 23:34:49,長距離練習航海,成功,0,100,30,0,,,,
2016/12/02 23:15:13,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/02 22:59:23,長距離練習航海,成功,0,100,30,0,,,,
2016/12/02 22:27:44,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/02 21:43:06,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/12/02 21:42:47,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/02 21:42:29,長距離練習航海,成功,0,100,30,0,,,,
2016/12/02 19:47:04,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/02 19:15:55,長距離練習航海,成功,0,100,30,0,,,,
2016/12/02 18:36:42,長距離練習航海,成功,0,100,30,0,,,,
2016/12/02 18:19:48,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/12/02 18:19:35,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/02 18:05:26,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/02 17:23:20,長距離練習航海,成功,0,100,30,0,,,,
2016/12/02 16:50:05,長距離練習航海,成功,0,100,30,0,,,,
2016/12/02 16:44:02,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/02 16:18:25,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/02 15:52:30,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/12/02 15:44:53,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/02 15:12:34,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/02 15:12:25,長距離練習航海,成功,0,100,30,0,,,,
2016/12/02 14:36:04,長距離練習航海,成功,0,100,30,0,,,,
2016/12/02 14:06:23,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/02 13:32:05,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/12/02 13:31:51,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/02 13:31:42,長距離練習航海,成功,0,100,30,0,,,,
2016/12/02 00:09:28,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/02 00:01:28,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/01 23:38:08,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/01 23:07:15,長距離練習航海,成功,0,100,30,0,,,,
2016/12/01 22:32:28,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/12/01 22:31:49,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/01 22:31:38,長距離練習航海,成功,0,100,30,0,,,,
2016/12/01 20:12:30,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/12/01 20:12:17,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/01 19:58:42,長距離練習航海,成功,0,100,30,0,,,,
2016/12/01 17:25:26,長距離練習航海,成功,0,100,30,0,,,,
2016/12/01 16:54:51,長距離練習航海,成功,0,100,30,0,,,,
2016/12/01 16:46:13,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/01 16:17:11,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/12/01 15:45:48,長距離練習航海,成功,0,100,30,0,,,,
2016/12/01 14:42:32,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/12/01 14:42:20,海上護衛任務,大成功,345,345,34,34,,,,
2016/12/01 14:42:07,長距離練習航海,成功,0,100,30,0,,,,
2016/11/30 23:57:29,長距離練習航海,成功,0,100,30,0,,,,
2016/11/30 23:26:46,長距離練習航海,成功,0,100,30,0,,,,
2016/11/30 22:54:39,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/30 22:26:38,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/30 22:22:34,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/11/30 22:22:17,長距離練習航海,成功,0,100,30,0,,,,
2016/11/30 21:28:55,長距離練習航海,成功,0,100,30,0,,,,
2016/11/30 20:56:18,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/30 20:29:16,長距離練習航海,成功,0,100,30,0,,,,
2016/11/30 19:57:46,長距離練習航海,成功,0,100,30,0,,,,
2016/11/30 19:44:19,東京急行,大成功,0,655,465,0,家具箱（小）,1,,
2016/11/30 19:25:13,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/30 19:25:00,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/30 18:48:37,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/30 18:10:01,長距離練習航海,成功,0,100,30,0,,,,
2016/11/30 17:40:00,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/30 17:39:50,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/30 16:42:19,東京急行,大成功,0,655,465,0,,,,
2016/11/30 16:40:15,長距離練習航海,成功,0,100,30,0,,,,
2016/11/30 16:09:01,長距離練習航海,成功,0,100,30,0,,,,
2016/11/30 15:35:51,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/30 15:23:39,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/30 15:06:09,長距離練習航海,成功,0,100,30,0,,,,
2016/11/30 14:33:31,長距離練習航海,成功,0,100,30,0,,,,
2016/11/30 13:52:35,東京急行,大成功,0,655,465,0,,,,
2016/11/30 13:52:14,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/30 13:52:03,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/29 23:58:06,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/29 23:47:44,東京急行(弐),大成功,724,0,345,0,,,,
2016/11/29 23:09:09,長距離練習航海,成功,0,100,30,0,,,,
2016/11/29 23:07:03,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/29 22:34:27,長距離練習航海,成功,0,100,30,0,,,,
2016/11/29 22:00:30,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/29 21:30:30,海上護衛任務,成功,230,230,23,23,,,,
2016/11/29 21:30:18,長距離練習航海,成功,0,100,30,0,,,,
2016/11/29 20:48:16,東京急行,大成功,0,655,465,0,,,,
2016/11/29 20:47:49,長距離練習航海,成功,0,100,30,0,,,,
2016/11/29 20:13:38,長距離練習航海,成功,0,100,30,0,,,,
2016/11/29 19:48:24,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/29 19:41:58,長距離練習航海,成功,0,100,30,0,,,,
2016/11/29 19:09:45,長距離練習航海,成功,0,100,30,0,,,,
2016/11/29 18:28:25,長距離練習航海,成功,0,100,30,0,,,,
2016/11/29 18:17:17,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/29 17:57:14,東京急行,大成功,0,655,465,0,,,,
2016/11/29 17:57:00,長距離練習航海,成功,0,100,30,0,,,,
2016/11/29 16:36:57,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/29 16:31:32,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/29 15:55:49,長距離練習航海,成功,0,100,30,0,,,,
2016/11/29 00:09:27,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/29 00:09:04,長距離練習航海,成功,0,100,30,0,,,,
2016/11/28 22:54:15,長距離練習航海,成功,0,100,30,0,,,,
2016/11/28 22:05:25,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/28 22:04:24,長距離練習航海,成功,0,100,30,0,,,,
2016/11/28 21:54:09,東京急行,大成功,0,655,465,0,家具箱（小）,1,,
2016/11/28 21:29:35,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/28 20:56:54,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/28 20:34:23,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/28 20:25:17,長距離練習航海,成功,0,100,30,0,,,,
2016/11/28 19:54:19,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/28 19:23:00,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/28 19:03:34,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/11/28 18:42:49,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/28 18:30:50,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/28 17:40:39,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/28 17:06:54,長距離練習航海,成功,0,100,30,0,,,,
2016/11/28 14:49:42,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/11/28 14:49:31,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/28 14:49:21,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/28 00:02:31,長距離練習航海,成功,0,100,30,0,,,,
2016/11/27 23:31:07,長距離練習航海,成功,0,100,30,0,,,,
2016/11/27 22:44:02,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/11/27 22:43:51,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/27 21:44:59,長距離練習航海,成功,0,100,30,0,,,,
2016/11/27 21:10:10,長距離練習航海,成功,0,100,30,0,,,,
2016/11/27 20:37:43,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/27 20:37:31,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/27 19:59:51,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/11/27 19:59:32,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/27 19:18:25,長距離練習航海,成功,0,100,30,0,,,,
2016/11/27 18:58:43,海上護衛任務,大成功,345,345,34,34,,,,
2016/11/27 18:46:07,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/27 18:14:25,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/27 15:58:03,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/27 15:18:14,長距離練習航海,成功,0,100,30,0,,,,
2016/11/27 14:07:32,長距離練習航海,成功,0,100,30,0,,,,
2016/11/27 13:23:08,長距離練習航海,成功,0,100,30,0,,,,
2016/11/26 21:28:55,長距離練習航海,成功,0,100,30,0,,,,
2016/11/26 20:56:41,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/26 20:26:29,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/26 19:56:36,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/26 13:33:14,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/11/26 00:47:51,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/11/26 00:47:39,長距離練習航海,成功,0,100,30,0,,,,
2016/11/25 20:07:08,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/25 19:32:54,長距離練習航海,成功,0,100,30,0,,,,
2016/11/25 18:56:39,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/25 17:53:41,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/11/25 14:49:33,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/11/25 09:45:52,東京急行(弐),成功,483,0,230,0,,,,
2016/11/24 23:59:34,長距離練習航海,成功,0,100,30,0,,,,
2016/11/24 23:09:20,長距離練習航海,成功,0,100,30,0,,,,
2016/11/24 22:19:16,東京急行(弐),成功,483,0,230,0,,,,
2016/11/24 22:04:39,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/24 21:33:50,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/24 21:01:49,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/24 20:29:31,長距離練習航海,成功,0,100,30,0,,,,
2016/11/24 19:53:57,長距離練習航海,成功,0,100,30,0,,,,
2016/11/24 19:09:46,東京急行(弐),成功,483,0,230,0,,,,
2016/11/24 19:09:17,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/24 18:11:41,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/11/24 16:00:45,東京急行(弐),成功,483,0,230,0,,,,
2016/11/24 13:03:19,東京急行(弐),成功,483,0,230,0,家具箱（小）,1,,
2016/11/23 22:06:51,東京急行(弐),成功,483,0,230,0,家具箱（小）,1,,
2016/11/23 18:57:12,東京急行(弐),大成功,724,0,345,0,,,,
