时间,海域,地图点,状态,战况,敌舰队,捞！,大破舰,旗舰,旗舰 (第二舰队),MVP,MVP (第二舰队)
2016/11/01 17:05:20,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,大潮改二(Lv.73),,大潮改二(Lv.73),
2016/11/01 17:03:07,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,磯波,大潮改二(Lv.73),,大潮改二(Lv.73),
2016/11/01 17:02:07,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,,无,大潮改二(Lv.73),,大潮改二(Lv.73),
2016/11/01 16:59:32,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,,无,漣改(Lv.73),,漣改(Lv.73),
2016/11/01 16:58:40,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,,无,漣改(Lv.73),,漣改(Lv.73),
2016/11/01 16:57:21,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,无,漣改(Lv.73),,漣改(Lv.73),
2016/11/01 16:56:37,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,漣改(Lv.73),,漣改(Lv.73),
2016/11/01 16:55:03,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,无,漣改(Lv.73),,漣改(Lv.73),
2016/11/01 16:54:15,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,,无,漣改(Lv.73),,漣改(Lv.73),
2016/11/01 00:21:45,東部オリョール海(2-3),1(道中),出撃,戦術的勝利B,敵巡洋艦隊,,无,呂500(Lv.152),,伊19改(Lv.135),
2016/11/01 00:10:25,東部オリョール海(2-3),9(道中),進撃,完全勝利!!!S,敵強襲揚陸艦隊,,无,呂500(Lv.152),,呂500(Lv.152),
2016/11/01 00:07:43,東部オリョール海(2-3),3(道中),進撃,完全勝利!!!S,敵強襲揚陸艦隊,,无,呂500(Lv.152),,呂500(Lv.152),
2016/11/01 00:03:20,東部オリョール海(2-3),1(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.152),,呂500(Lv.152),
2016/11/01 00:01:30,東部オリョール海(2-3),10(道中),進撃,完全勝利!!!S,敵強襲揚陸艦隊,,无,呂500(Lv.152),,伊168改(Lv.57),
2016/11/01 00:00:07,東部オリョール海(2-3),5(道中),出撃,戦術的勝利B,敵巡洋艦隊,,无,呂500(Lv.152),,伊19改(Lv.135),
2016/10/31 23:54:37,東部オリョール海(2-3),11(Boss点),進撃,勝利A,敵主力打撃群,,无,呂500(Lv.152),,呂500(Lv.152),
2016/10/31 23:51:39,東部オリョール海(2-3),5(道中),出撃,勝利A,敵巡洋艦隊,黒潮,无,呂500(Lv.152),,伊168改(Lv.56),
2016/10/31 21:22:12,東部オリョール海(2-3),3(道中),進撃,完全勝利!!!S,敵強襲揚陸艦隊,,无,呂500(Lv.152),,呂500(Lv.152),
2016/10/31 21:20:55,東部オリョール海(2-3),1(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.152),,伊8改(Lv.130),
2016/10/31 21:14:46,東部オリョール海(2-3),11(Boss点),進撃,完全勝利!!!S,敵主力打撃群,,无,呂500(Lv.152),,伊8改(Lv.130),
2016/10/31 21:13:39,東部オリョール海(2-3),5(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.152),,伊8改(Lv.130),
2016/10/31 21:10:17,東部オリョール海(2-3),3(道中),進撃,完全勝利!!!S,敵強襲揚陸艦隊,初春,无,呂500(Lv.152),,伊8改(Lv.130),
2016/10/31 21:08:57,東部オリョール海(2-3),1(道中),出撃,勝利A,敵巡洋艦隊,霞,无,呂500(Lv.152),,伊8改(Lv.130),
2016/10/31 21:06:17,東部オリョール海(2-3),11(Boss点),進撃,勝利A,敵主力打撃群,愛宕,无,呂500(Lv.152),,呂500(Lv.152),
2016/10/31 21:04:53,東部オリョール海(2-3),5(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.152),,呂500(Lv.152),
2016/10/31 21:01:35,東部オリョール海(2-3),10(道中),進撃,勝利A,敵強襲揚陸艦隊,,无,呂500(Lv.152),,呂500(Lv.152),
2016/10/31 21:00:02,東部オリョール海(2-3),5(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.152),,伊58改(Lv.136),
2016/10/31 20:20:56,東部オリョール海(2-3),3(道中),進撃,完全勝利!!!S,敵強襲揚陸艦隊,,无,呂500(Lv.152),,呂500(Lv.152),
2016/10/31 20:19:41,東部オリョール海(2-3),1(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.152),,伊58改(Lv.136),
2016/10/31 20:11:04,東部オリョール海(2-3),11(Boss点),進撃,勝利S,敵主力打撃群,,无,呂500(Lv.152),,伊8改(Lv.130),
2016/10/31 20:9:05,東部オリョール海(2-3),1(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.152),,伊58改(Lv.136),
2016/10/31 20:07:02,東部オリョール海(2-3),11(Boss点),進撃,勝利A,敵主力打撃群,,无,呂500(Lv.152),,呂500(Lv.152),
2016/10/31 20:03:56,東部オリョール海(2-3),5(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.152),,伊58改(Lv.136),
2016/10/31 20:01:22,東部オリョール海(2-3),11(Boss点),進撃,戦術的勝利B,敵主力打撃群,,无,呂500(Lv.152),,伊58改(Lv.136),
2016/10/31 20:00:08,東部オリョール海(2-3),5(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.152),,伊58改(Lv.136),
2016/10/31 19:10:9,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,无,村雨改(Lv.45),,村雨改(Lv.45),
2016/10/31 19:06:36,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,磯波,无,村雨改(Lv.45),,村雨改(Lv.45),
2016/10/31 19:00:57,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,无,村雨改(Lv.45),,村雨改(Lv.45),
2016/10/31 19:00:01,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,,无,村雨改(Lv.45),,村雨改(Lv.45),
2016/10/31 18:55:33,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,无,村雨改(Lv.45),,村雨改(Lv.45),
2016/10/31 18:54:23,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,磯波,无,村雨改(Lv.45),,村雨改(Lv.45),
2016/10/31 18:51:55,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,海風改(Lv.47),,海風改(Lv.47),
2016/10/31 18:50:34,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,敷波,无,海風改(Lv.47),,海風改(Lv.47),
2016/10/31 18:37:26,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,子日,无,海風改(Lv.46),,海風改(Lv.46),
2016/10/31 18:35:30,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,初春,无,海風改(Lv.46),,海風改(Lv.46),
2016/10/31 18:31:37,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,白雪,電,海風改(Lv.46),,海風改(Lv.46),
2016/10/31 18:30:48,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,海風改(Lv.46),,海風改(Lv.46),
2016/10/31 18:28:40,鎮守府正面海域(1-1),3(Boss点),進撃,戦術的勝利B,敵主力艦隊,,无,浜風改(Lv.47),,浜風改(Lv.47),
2016/10/31 18:27:34,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,電,无,浜風改(Lv.47),,浜風改(Lv.47),
2016/10/31 18:24:37,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,大潮,浜風改(Lv.47),,浜風改(Lv.47),
2016/10/31 18:23:53,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,浜風改(Lv.47),,浜風改(Lv.47),
2016/10/31 18:21:51,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,望月,浜風改(Lv.47),,浜風改(Lv.47),
2016/10/31 18:21:01,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,,无,浜風改(Lv.47),,浜風改(Lv.47),
2016/10/31 18:05:13,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,望月,无,舞風改(Lv.48),,舞風改(Lv.48),
2016/10/31 18:04:04,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,長月,无,舞風改(Lv.48),,舞風改(Lv.48),
2016/10/31 18:01:18,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,大潮,无,舞風改(Lv.48),,舞風改(Lv.48),
2016/10/31 18:00:34,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,舞風改(Lv.48),,舞風改(Lv.48),
2016/10/31 17:56:48,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,三日月,无,舞風改(Lv.48),,舞風改(Lv.48),
2016/10/31 17:55:9,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,磯波,无,舞風改(Lv.48),,舞風改(Lv.48),
2016/10/31 17:19:54,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,秋刀魚,无,満潮改(Lv.75),,満潮改(Lv.75),
2016/10/31 17:18:30,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,満潮改(Lv.75),,満潮改(Lv.75),
2016/10/31 17:17:16,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,白雪,无,満潮改(Lv.75),,満潮改(Lv.75),
2016/10/31 17:16:26,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,満潮改(Lv.75),,満潮改(Lv.75),
2016/10/31 17:14:53,鎮守府正面海域(1-1),3(Boss点),進撃,戦術的勝利B,敵主力艦隊,,无,満潮改(Lv.75),,満潮改(Lv.75),
2016/10/31 17:13:11,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,満潮改(Lv.75),,満潮改(Lv.75),
2016/10/31 17:11:22,鎮守府正面海域(1-1),3(Boss点),進撃,勝利S,敵主力艦隊,,无,電改(Lv.75),,電改(Lv.75),
2016/10/31 17:10:18,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,電改(Lv.75),,電改(Lv.75),
2016/10/31 17:9:00,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,敷波,電改(Lv.75),,電改(Lv.75),
2016/10/31 17:08:11,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,,无,電改(Lv.75),,電改(Lv.75),
2016/10/31 17:00:08,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,,无,電改(Lv.75),,電改(Lv.75),
2016/10/31 16:59:04,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,電改(Lv.75),,電改(Lv.75),
2016/10/31 16:54:55,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,敷波,无,電改(Lv.75),,電改(Lv.75),
2016/10/31 16:53:45,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,雷改(Lv.75),,雷改(Lv.75),
2016/10/31 16:52:46,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,雷,无,雷改(Lv.75),,雷改(Lv.75),
2016/10/31 16:37:01,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,満潮,无,雷改(Lv.75),,雷改(Lv.75),
2016/10/31 16:36:08,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,初霜,无,雷改(Lv.75),,雷改(Lv.75),
2016/10/31 16:10:03,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,若葉,无,雷改(Lv.75),,雷改(Lv.75),
2016/10/31 16:9:16,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,子日,无,雷改(Lv.75),,雷改(Lv.75),
2016/10/31 00:29:03,キス島沖(3-2),2(道中),出撃,完全勝利!!!S,敵水雷戦隊,,无,蒼龍(Lv.70),,蒼龍(Lv.70),
2016/10/31 00:22:15,キス島沖(3-2),2(道中),出撃,勝利S,敵水雷戦隊,,无,蒼龍(Lv.69),,蒼龍(Lv.69),
2016/10/31 00:15:10,キス島沖(3-2),2(道中),出撃,勝利S,敵水雷戦隊,,まるゆ,蒼龍(Lv.69),,蒼龍(Lv.69),
2016/10/30 23:20:24,キス島沖(3-2),2(道中),出撃,勝利S,敵水雷戦隊,,无,蒼龍(Lv.69),,蒼龍(Lv.69),
2016/10/30 23:14:03,キス島沖(3-2),2(道中),出撃,勝利S,敵水雷戦隊,,まるゆ,蒼龍(Lv.69),,蒼龍(Lv.69),
2016/10/30 22:53:05,キス島沖(3-2),2(道中),出撃,勝利S,敵水雷戦隊,,无,蒼龍(Lv.69),,蒼龍(Lv.69),
2016/10/30 22:46:49,キス島沖(3-2),2(道中),出撃,勝利S,敵水雷戦隊,,无,蒼龍(Lv.69),,蒼龍(Lv.69),
2016/10/30 22:33:48,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,,无,天龍改(Lv.82),,天龍改(Lv.82),
2016/10/30 22:32:54,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,天龍改(Lv.82),,天龍改(Lv.82),
2016/10/30 22:29:28,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,无,天龍改(Lv.82),,天龍改(Lv.82),
2016/10/30 22:28:38,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,天龍改(Lv.82),,天龍改(Lv.82),
2016/10/30 22:27:26,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,天龍改(Lv.82),,天龍改(Lv.82),
2016/10/30 22:26:19,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,天龍改(Lv.82),,天龍改(Lv.82),
2016/10/30 21:53:39,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,涼風改(Lv.48),,涼風改(Lv.48),
2016/10/30 21:52:19,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,涼風改(Lv.48),,涼風改(Lv.48),
2016/10/30 21:50:21,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,,无,涼風改(Lv.48),,涼風改(Lv.48),
2016/10/30 21:49:33,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,涼風改(Lv.48),,涼風改(Lv.48),
2016/10/30 21:46:16,鎮守府正面海域(1-1),2(道中),進撃,勝利A,敵はぐれ艦隊,,无,涼風改(Lv.48),,涼風改(Lv.48),
2016/10/30 21:45:37,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,涼風改(Lv.48),,涼風改(Lv.48),
2016/10/30 21:41:52,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,菊月,山雲改(Lv.49),,山雲改(Lv.49),
2016/10/30 21:40:42,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,,无,山雲改(Lv.49),,山雲改(Lv.49),
2016/10/30 20:41:06,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,无,山雲改(Lv.49),,山雲改(Lv.49),
2016/10/30 20:39:43,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,山雲改(Lv.49),,山雲改(Lv.49),
2016/10/30 20:37:13,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,潮,白雪,山雲改(Lv.49),,山雲改(Lv.49),
2016/10/30 20:36:16,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,菊月,无,山雲改(Lv.49),,山雲改(Lv.49),
2016/10/30 20:34:31,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,,无,夕雲改(Lv.50),,夕雲改(Lv.50),
2016/10/30 20:33:16,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,響,无,夕雲改(Lv.50),,夕雲改(Lv.50),
2016/10/30 20:26:13,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,白雪,雷,夕雲改(Lv.50),,夕雲改(Lv.50),
2016/10/30 20:25:20,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,夕雲改(Lv.50),,夕雲改(Lv.50),
2016/10/30 20:21:15,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,雷,无,夕雲改(Lv.50),,夕雲改(Lv.50),
2016/10/30 20:14:47,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,子日,无,夕雲改(Lv.50),,夕雲改(Lv.50),
2016/10/30 20:9:36,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,,无,子日改(Lv.52),,子日改(Lv.52),
2016/10/30 20:08:57,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,子日改(Lv.52),,子日改(Lv.52),
2016/10/30 20:06:13,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,无,子日改(Lv.52),,子日改(Lv.52),
2016/10/30 20:04:58,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,子日改(Lv.52),,子日改(Lv.52),
2016/10/30 20:03:02,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,文月,子日改(Lv.52),,子日改(Lv.52),
2016/10/30 20:01:25,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,,无,子日改(Lv.52),,子日改(Lv.52),
2016/10/30 19:57:37,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,磯波改(Lv.52),,磯波改(Lv.52),
2016/10/30 19:27:04,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,,无,磯波改(Lv.52),,磯波改(Lv.52),
2016/10/30 19:22:07,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,暁,磯波改(Lv.52),,磯波改(Lv.52),
2016/10/30 19:20:08,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,磯波改(Lv.52),,磯波改(Lv.52),
2016/10/30 19:18:17,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,磯波改(Lv.52),,磯波改(Lv.52),
2016/10/30 19:16:40,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,磯波改(Lv.52),,磯波改(Lv.52),
2016/10/30 19:10:36,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,,无,春風改(Lv.53),,春風改(Lv.53),
2016/10/30 19:9:52,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,春風改(Lv.53),,春風改(Lv.53),
2016/10/30 19:06:43,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,春風改(Lv.53),,春風改(Lv.53),
2016/10/30 19:04:59,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,春風改(Lv.53),,春風改(Lv.53),
2016/10/30 19:03:19,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,電,春風改(Lv.53),,春風改(Lv.53),
2016/10/30 19:02:05,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,春風改(Lv.53),,春風改(Lv.53),
2016/10/30 18:59:58,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,无,春風改(Lv.53),,春風改(Lv.53),
2016/10/30 18:59:13,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,春風改(Lv.53),,春風改(Lv.53),
2016/10/30 18:55:10,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,神風改(Lv.53),,神風改(Lv.53),
2016/10/30 18:53:55,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,望月,无,神風改(Lv.53),,神風改(Lv.53),
2016/10/30 18:49:58,鎮守府正面海域(1-1),2(道中),進撃,勝利A,敵はぐれ艦隊,電,菊月,神風改(Lv.53),,神風改(Lv.53),
2016/10/30 18:49:04,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,文月,无,神風改(Lv.53),,神風改(Lv.53),
2016/10/30 18:47:41,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,子日,无,神風改(Lv.53),,神風改(Lv.53),
2016/10/30 18:46:52,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,神風改(Lv.53),,神風改(Lv.53),
2016/10/30 18:44:18,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,暁,深雪,高波改(Lv.54),,高波改(Lv.54),
2016/10/30 18:42:57,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,菊月,无,高波改(Lv.54),,高波改(Lv.54),
2016/10/30 18:40:17,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,高波改(Lv.54),,高波改(Lv.54),
2016/10/30 18:39:24,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,高波改(Lv.54),,高波改(Lv.54),
2016/10/30 18:38:08,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,高波改(Lv.54),,高波改(Lv.54),
2016/10/30 18:36:20,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,高波改(Lv.54),,高波改(Lv.54),
2016/10/30 18:29:35,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,无,時津風改(Lv.55),,時津風改(Lv.55),
2016/10/30 18:28:33,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,時津風改(Lv.55),,時津風改(Lv.55),
2016/10/30 18:26:11,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,暁,時津風改(Lv.55),,時津風改(Lv.55),
2016/10/30 18:24:55,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,時津風改(Lv.55),,時津風改(Lv.55),
2016/10/30 18:22:45,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,无,時津風改(Lv.55),,時津風改(Lv.55),
2016/10/30 18:21:40,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,,无,時津風改(Lv.55),,時津風改(Lv.55),
2016/10/30 18:19:39,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,潮,秋雲改(Lv.55),,秋雲改(Lv.55),
2016/10/30 18:18:55,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,秋雲改(Lv.55),,秋雲改(Lv.55),
2016/10/30 18:16:11,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,无,秋雲改(Lv.55),,秋雲改(Lv.55),
2016/10/30 18:15:00,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,秋雲改(Lv.55),,秋雲改(Lv.55),
2016/10/30 18:13:15,鎮守府正面海域(1-1),3(Boss点),進撃,勝利S,敵主力艦隊,叢雲,无,秋雲改(Lv.55),,秋雲改(Lv.55),
2016/10/30 18:12:30,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,深雪,无,秋雲改(Lv.55),,秋雲改(Lv.55),
2016/10/30 18:07:51,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,潮,无,野分改(Lv.57),,野分改(Lv.57),
2016/10/30 18:06:40,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,若葉,无,野分改(Lv.57),,野分改(Lv.57),
2016/10/30 18:04:49,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,満潮,无,野分改(Lv.57),,野分改(Lv.57),
2016/10/30 18:04:05,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,野分改(Lv.57),,野分改(Lv.57),
2016/10/30 18:02:25,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,暁,无,野分改(Lv.57),,野分改(Lv.57),
2016/10/30 18:01:39,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,満潮,无,野分改(Lv.57),,野分改(Lv.57),
2016/10/30 01:10:10,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,大潮改二(Lv.73),,大潮改二(Lv.73),
2016/10/30 01:9:03,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,,无,大潮改二(Lv.73),,大潮改二(Lv.73),
2016/10/30 01:05:54,鎮守府正面海域(1-1),2(道中),進撃,勝利A,敵はぐれ艦隊,,望月,大潮改二(Lv.72),,大潮改二(Lv.72),
2016/10/30 01:04:55,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,,无,大潮改二(Lv.72),,大潮改二(Lv.72),
2016/10/30 01:01:54,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,大潮改二(Lv.72),,大潮改二(Lv.72),
2016/10/30 01:00:56,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,,无,大潮改二(Lv.72),,大潮改二(Lv.72),
2016/10/30 00:58:46,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,菊月,江風改二(Lv.83),,江風改二(Lv.83),
2016/10/30 00:58:05,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,江風改二(Lv.83),,江風改二(Lv.83),
2016/10/30 00:55:19,鎮守府正面海域(1-1),2(道中),進撃,勝利A,敵はぐれ艦隊,白雪,无,江風改二(Lv.83),,江風改二(Lv.83),
2016/10/30 00:54:19,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,望月,无,江風改二(Lv.83),,江風改二(Lv.83),
2016/10/30 00:52:20,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,曙,皐月,江風改二(Lv.83),,江風改二(Lv.83),
2016/10/30 00:50:29,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,菊月,无,江風改二(Lv.83),,江風改二(Lv.83),
2016/10/30 00:49:40,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,如月,无,江風改二(Lv.83),,江風改二(Lv.83),
2016/10/30 00:47:39,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,皐月,霞,睦月改二(Lv.85),,睦月改二(Lv.85),
2016/10/30 00:46:27,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,白雪,无,睦月改二(Lv.85),,睦月改二(Lv.85),
